股票代码,公司名称,交易所,主营业务,所属行业,公司亮点,成立日期,注册资本,上市日期,办公地址,营业总收入,营收同比增长率,净利润,净利润同比增长率,总资产,资产负债率,毛利率,净利率,员工人数,报告期,总市值(亿),营业收入_亿元,行业清洗,毛利率_数值,净利率_数值,营收同比增长率_数值,净利润同比增长率_数值,资产负债率_数值,注册资本_万元,成立年限,华南地区,高景气行业,规模得分,增长得分,盈利得分,财务健康得分,技术投入得分,成熟度得分,上市年限得分,地域得分,行业景气得分,企业性质得分,决策链得分,需求匹配得分,总分,客户分级
688498,源杰科技,上交所,半导体激光器芯片的研发、设计、生产与销售。,"半导体 概念行情贴合度： 共封装光学(CPO)， 光纤概念， 汽车芯片， 2026中报预增， 5G， 沪股通， 融资融券， 数据中心(AIDC)， 西部大开发， 芯片概念 详情>> 对比>> 可比公司() 全部 收起 家未上市公司 全部 收起 市盈率(动态)： 157.196 每股收益：4.89元 [[[0,""-0.07""],[1,""0.17""],[2,""0.37""],[3,""1.23""],[4,""2.24""],[5,""2.09""],[6,""1.44""],[7,""4.89""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股收益单位：元 同行业排名第1位 查看明细>> 每股资本公积金：17.52元 [[[0,""21.88""],[1,""21.98""],[2,""22.01""],[3,""22.00""],[4,""22.91""],[5,""23.13""],[6,""15.97""],[7,""17.52""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股资本公积金单位：元 同行业排名第4位 查看明细>> 分类： 超大盘股 市盈率(静态)： 999.66 营业总收入： 9.25亿元 同比增长351.4% [[[0,""2.52""],[1,""0.84""],[2,""2.05""],[3,""3.83""],[4,""6.01""],[5,""3.55""],[6,""3.55""],[7,""9.25""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 营业总收入单位：亿元 同行业排名第8位 查看明细>> 每股未分配利润：6.63元 [[[0,""1.68""],[1,""1.74""],[2,""2.11""],[3,""2.40""],[4,""3.23""],[5,""5.32""],[6,""3.67""],[7,""6.63""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股未分配利润单位：元 同行业排名第3位 查看明细>> 总股本： 1.25亿股 市净率： 60.76 净利润： 6.07亿元 同比增长1212.2% [[[0,""-0.06""],[1,""0.14""],[2,""0.46""],[3,""1.06""],[4,""1.91""],[5,""1.79""],[6,""1.79""],[7,""6.07""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 净利润单位：亿元 同行业排名第2位 查看明细>> 每股经营现金流：3.92元 [[[0,""0.22""],[1,""-0.06""],[2,""0.68""],[3,""0.78""],[4,""1.75""],[5,""0.46""],[6,""0.32""],[7,""3.92""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股经营现金流单位：元 同行业排名第1位 查看明细>> 总市值：1916亿 每股净资产：25.23元 [[[0,""24.25""],[1,""24.37""],[2,""24.76""],[3,""25.27""],[4,""27.14""],[5,""29.38""],[6,""20.28""],[7,""25.23""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股净资产单位：元 同行业排名第2位 查看明细>> 毛利率：80.42% [[[0,""33.32""],[1,""44.64""],[2,""48.80""],[3,""54.76""],[4,""58.11""],[5,""77.81""],[6,""77.81""],[7,""80.42""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""""] 毛利率单位：% 同行业排名第1位 查看明细>> 净资产收益率：22.10% [[[0,""-0.29""],[1,""0.69""],[2,""2.20""],[3,""4.97""],[4,""8.68""],[5,""7.38""],[6,""7.38""],[7,""22.10""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""2025\u4e2d\u62a5""],[3,""2025\u4e09\u5b63\u62a5""],[4,""2025\u5e74\u62a5""],[5,""2026\u4e00\u5b63\u62a5""],[6,""\u5206\u7ea2\u8f6c\u589e""],[7,""2026\u4e2d\u62a5""]],""""] 净资产收益率单位：% 同行业排名第1位 查看明细>> 流通A股：1.23亿股 最新解禁： 2027-03-15 解禁股份类型： 股权激励一般股份 解禁数量： 90.35万股 公告解禁数量为上市公司公告符合解禁条件的股份数量。实际可售为公告解禁数量除去股权质押、高管禁售等部分，实际可以在市场出售的股份数量。 解禁时间 公告解禁 实际可售 解禁股成本 2026-03-10 83.86万 83.86万 -- 2025-12-22 2385.07万 2385.07万 -- 2025-10-22 17.70万 17.70万 -- 历史解禁详情表 占总股本比例： 0.72% 以上为中报 您对此栏目的评价： 有用 0 没用 0 提建议 公司名称： 公司简称： 上市场所： 所属行业： 所属地域：",10G激光器芯片市场份额全球第一，面向400G/800G硅光模块的CW芯片产品已实现百万颗以上出货,,,,,,320.94%,,1153.07%,,10.72%,77.81%,50.51%,,一季报,1916.0,9.25,半导体,77.81,50.51,320.94,1153.07,10.72,,,0,1,80.02382667932159,100.0,96.686,89.28,64.0,50.0,55.0,48.0,74.0,60.0,54.0,42.0,73.06,A级（高价值优先跟进）
688692,达梦数据,上交所,提供各类数据库软件及集群软件、云计算与大数据产品、数据库一体机等一系列数据库产品及相关技术服务。,"软件开发 概念行情贴合度： AI语料， 云计算， 信创， 沪股通， 华为概念， 融资融券， 数据要素， 智能电网 详情>> 对比>> 可比公司() 全部 收起 家未上市公司 全部 收起 市盈率(动态)： 55.418 每股收益：1.95元 [[[0,""3.65""],[1,""0.87""],[2,""0.87""],[3,""1.81""],[4,""2.91""],[5,""4.56""],[6,""1.34""],[7,""1.95""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股收益单位：元 同行业排名第2位 查看明细>> 每股资本公积金：16.82元 [[[0,""24.47""],[1,""24.47""],[2,""16.42""],[3,""16.10""],[4,""16.10""],[5,""16.21""],[6,""16.52""],[7,""16.82""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股资本公积金单位：元 同行业排名第5位 查看明细>> 分类： 中盘股 市盈率(静态)： 47.42 营业总收入： 7.13亿元 同比增长36.27% [[[0,""10.44""],[1,""2.58""],[2,""2.58""],[3,""5.23""],[4,""8.30""],[5,""13.06""],[6,""4.11""],[7,""7.13""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 营业总收入单位：亿元 同行业排名第14位 查看明细>> 每股未分配利润：15.91元 [[[0,""16.63""],[1,""17.92""],[2,""12.03""],[3,""12.97""],[4,""13.47""],[5,""14.96""],[6,""16.29""],[7,""15.91""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股未分配利润单位：元 同行业排名第2位 查看明细>> 总股本： 1.13亿股 市净率： 6.32 净利润： 2.21亿元 同比增长7.99% [[[0,""3.62""],[1,""0.98""],[2,""0.98""],[3,""2.05""],[4,""3.30""],[5,""5.17""],[6,""1.51""],[7,""2.21""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 净利润单位：亿元 同行业排名第3位 查看明细>> 每股经营现金流：0.04元 [[[0,""6.23""],[1,""-1.34""],[2,""-0.90""],[3,""0.08""],[4,""0.97""],[5,""4.73""],[6,""-1.11""],[7,""0.04""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股经营现金流单位：元 同行业排名第8位 查看明细>> 总市值：244亿 每股净资产：34.23元 [[[0,""42.60""],[1,""43.89""],[2,""29.46""],[3,""30.40""],[4,""30.90""],[5,""32.67""],[6,""34.32""],[7,""34.23""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股净资产单位：元 同行业排名第1位 查看明细>> 毛利率：95.36% [[[0,""89.63""],[1,""96.92""],[2,""96.92""],[3,""96.22""],[4,""96.26""],[5,""96.12""],[6,""96.56""],[7,""95.36""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""""] 毛利率单位：% 同行业排名第2位 查看明细>> 净资产收益率：5.79% [[[0,""15.34""],[1,""2.99""],[2,""2.99""],[3,""6.13""],[4,""9.69""],[5,""14.85""],[6,""4.01""],[7,""5.79""]],[[0,""2024\u5e74\u62a5""],[1,""2025\u4e00\u5b63\u62a5""],[2,""\u5206\u7ea2\u8f6c\u589e""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""""] 净资产收益率单位：% 同行业排名第3位 查看明细>> 流通A股：0.74亿股 最新解禁： 2027-06-14 解禁股份类型： 首发原股东限售股份,首发战略配售股份 解禁数量： 3907.53万股 公告解禁数量为上市公司公告符合解禁条件的股份数量。实际可售为公告解禁数量除去股权质押、高管禁售等部分，实际可以在市场出售的股份数量。 解禁时间 公告解禁 实际可售 解禁股成本 2026-06-12 102.81万 102.81万 -- 2025-06-12 5048.87万 5048.87万 -- 2024-12-12 91.49万 91.49万 -- 历史解禁详情表 占总股本比例： 34.58% 更新日期： 2026-08-28 总质押股份数量： 48.00万股 重要股东质押数量（质押中） 股东名称 质押数量 占所持股份比 占总股本比 王晶 48.00万股 16.35% 0.42% *仅展示上市公司公告披露的股东的质押情况 质押股份占A股总股本比： 0.42% [[""0.8500"",""0.8500"",""0.4200"",""0.4200"",""0.4200"",""0.4200"",""0.4200"",""0.4200"",""0.4200"",""0.4200"",""0.4200"",""0.4200""],[""2026-06-12"",""2026-06-18"",""2026-06-26"",""2026-07-03"",""2026-07-10"",""2026-07-17"",""2026-07-24"",""2026-07-31"",""2026-08-07"",""2026-08-14"",""2026-08-21"",""2026-08-28""]] 质押股份占A股总股本比单位：% *数据来源：中登公司及上市公司最新公布的质押公告 以上为中报 您对此栏目的评价： 有用 0 没用 0 提建议 公司名称： 公司简称： 上市场所： 所属行业： 所属地域：",事务型数据库管理系统国家级制造业单项冠军，全球第二个在软件层面全面突破共享存储集群核心技术的数据库厂商,,,,,,59.09%,,54.25%,,9.32%,96.56%,36.02%,,一季报,244.0,7.13,软件开发,96.56,36.02,59.09,54.25,9.32,,,0,0,74.1689306087024,100.0,100.0,90.68,48.0,50.0,55.0,48.0,64.0,60.0,64.0,49.0,72.92,A级（高价值优先跟进）
688041,海光信息,上交所,研发、设计和销售应用于服务器、工作站等计算、存储设备中的高端处理器。,"半导体 概念行情贴合度： 中国AI 50， 芯片概念， 东数西算(算力)， DeepSeek概念， 阿里巴巴概念， 百度概念， 抖音概念(字节概念)， 沪股通， 量子科技， 人工智能， 融资融券， ... 详情>> 财务分析： 权重股， 一线蓝筹 对比>> 可比公司() 全部 收起 家未上市公司 全部 收起 市盈率(动态)： 164.070 每股收益：0.78元 [[[0,""0.66""],[1,""0.83""],[2,""0.22""],[3,""0.52""],[4,""0.85""],[5,""1.10""],[6,""0.30""],[7,""0.78""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股收益单位：元 同行业排名第28位 查看明细>> 每股资本公积金：6.65元 [[[0,""6.24""],[1,""6.25""],[2,""6.26""],[3,""6.27""],[4,""6.28""],[5,""6.37""],[6,""6.51""],[7,""6.65""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股资本公积金单位：元 同行业排名第32位 查看明细>> 分类： 超大盘股 市盈率(静态)： 231.90 营业总收入： 90.99亿元 同比增长66.52% [[[0,""61.37""],[1,""91.62""],[2,""24.00""],[3,""54.64""],[4,""94.90""],[5,""143.77""],[6,""40.34""],[7,""90.99""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 营业总收入单位：亿元 同行业排名第7位 查看明细>> 每股未分配利润：2.99元 [[[0,""1.41""],[1,""1.56""],[2,""1.78""],[3,""1.91""],[4,""2.24""],[5,""2.37""],[6,""2.67""],[7,""2.99""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股未分配利润单位：元 同行业排名第21位 查看明细>> 总股本： 23.24亿股 市净率： 23.25 净利润： 17.98亿元 同比增长49.69% [[[0,""15.26""],[1,""19.31""],[2,""5.06""],[3,""12.01""],[4,""19.61""],[5,""25.45""],[6,""6.87""],[7,""17.98""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 净利润单位：亿元 同行业排名第8位 查看明细>> 每股经营现金流：-0.18元 [[[0,""0.17""],[1,""0.42""],[2,""1.09""],[3,""0.94""],[4,""0.97""],[5,""0.90""],[6,""0.03""],[7,""-0.18""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股经营现金流单位：元 同行业排名第40位 查看明细>> 总市值：5900亿 每股净资产：10.92元 [[[0,""8.53""],[1,""8.71""],[2,""8.94""],[3,""9.08""],[4,""9.42""],[5,""9.68""],[6,""10.11""],[7,""10.92""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股净资产单位：元 同行业排名第27位 查看明细>> 毛利率：55.21% [[[0,""65.63""],[1,""63.72""],[2,""61.19""],[3,""60.15""],[4,""60.10""],[5,""57.83""],[6,""55.60""],[7,""55.21""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""""] 毛利率单位：% 同行业排名第11位 查看明细>> 净资产收益率：7.56% [[[0,""7.88""],[1,""9.92""],[2,""2.47""],[3,""5.75""],[4,""9.30""],[5,""11.87""],[6,""2.99""],[7,""7.56""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""""] 净资产收益率单位：% 同行业排名第23位 查看明细>> 流通A股：23.24亿股 以上为中报 权重股条件[成分股] 问财百科： 权重股就是总股本巨大的上市公司股票，他的股票总数占股票市场股票总数的比重很大，也就权重很大，他的涨跌对股票指数的影响很大。 一线蓝筹条件[成分股] 问财百科： 蓝筹股(blue chip)是指稳定的现金股利政策对公司现金流管理有较高的要求，通常将那些经营业绩较好，具有稳定且较高的现金股利支付的公司股票，多指长期稳定增长的、大型的、传统工业股及金融股。 您对此栏目的评价： 有用 0 没用 0 提建议 公司名称： 公司简称： 上市场所： 所属行业： 所属地域：",国内CPU/GPU龙头，国内唯一一家生产x86芯片的企业，终止吸收合并算力巨头中科曙光,,,,,,68.06%,,35.82%,,22.80%,55.60%,21.75%,,一季报,5900.0,90.99,半导体,55.6,21.75,68.06,35.82,22.8,,,0,0,90.59074906842956,92.91,77.61,77.2,56.0,50.0,55.0,48.0,56.0,60.0,54.0,66.0,71.73,A级（高价值优先跟进）
688279,峰岹科技,上交所,电机驱动控制专用芯片的研发、设计与销售业务。,"半导体 概念行情贴合度： 芯片概念， 新能源汽车， 机器人概念， 沪股通， 融资融券 详情>> 对比>> 可比公司() 全部 收起 家未上市公司 全部 收起 市盈率(动态)： 57.063 每股收益：1.73元 [[[0,""1.99""],[1,""2.41""],[2,""0.55""],[3,""1.26""],[4,""1.72""],[5,""2.16""],[6,""0.77""],[7,""1.73""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股收益单位：元 同行业排名第13位 查看明细>> 每股资本公积金：37.09元 [[[0,""20.34""],[1,""20.44""],[2,""20.74""],[3,""20.88""],[4,""36.74""],[5,""36.93""],[6,""36.99""],[7,""37.09""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股资本公积金单位：元 同行业排名第1位 查看明细>> 分类： 中盘股 市盈率(静态)： 103.84 营业总收入： 5.61亿元 同比增长49.56% [[[0,""4.33""],[1,""6.00""],[2,""1.71""],[3,""3.75""],[4,""5.58""],[5,""7.74""],[6,""2.50""],[7,""5.61""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 营业总收入单位：亿元 同行业排名第41位 查看明细>> 每股未分配利润：6.81元 [[[0,""5.43""],[1,""5.82""],[2,""6.37""],[3,""6.30""],[4,""5.56""],[5,""5.87""],[6,""6.62""],[7,""6.81""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股未分配利润单位：元 同行业排名第14位 查看明细>> 总股本： 1.15亿股 市净率： 4.34 净利润： 1.99亿元 同比增长70.98% [[[0,""1.84""],[1,""2.22""],[2,""0.50""],[3,""1.17""],[4,""1.67""],[5,""2.19""],[6,""0.88""],[7,""1.99""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u4ebf\u5143""] 净利润单位：亿元 同行业排名第27位 查看明细>> 每股经营现金流：0.38元 [[[0,""1.30""],[1,""2.00""],[2,""0.61""],[3,""1.32""],[4,""1.54""],[5,""1.99""],[6,""0.45""],[7,""0.38""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股经营现金流单位：元 同行业排名第24位 查看明细>> 总市值：227亿 每股净资产：45.46元 [[[0,""27.12""],[1,""27.64""],[2,""28.48""],[3,""28.57""],[4,""43.60""],[5,""44.19""],[6,""45.18""],[7,""45.46""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""\u5143""] 每股净资产单位：元 同行业排名第2位 查看明细>> 毛利率：52.03% [[[0,""52.94""],[1,""53.24""],[2,""52.50""],[3,""52.41""],[4,""51.75""],[5,""52.57""],[6,""51.82""],[7,""52.03""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""""] 毛利率单位：% 同行业排名第16位 查看明细>> 净资产收益率：3.83% [[[0,""7.50""],[1,""9.02""],[2,""1.95""],[3,""4.47""],[4,""5.34""],[5,""6.09""],[6,""1.72""],[7,""3.83""]],[[0,""2024\u4e09\u5b63\u62a5""],[1,""2024\u5e74\u62a5""],[2,""2025\u4e00\u5b63\u62a5""],[3,""2025\u4e2d\u62a5""],[4,""2025\u4e09\u5b63\u62a5""],[5,""2025\u5e74\u62a5""],[6,""2026\u4e00\u5b63\u62a5""],[7,""2026\u4e2d\u62a5""]],""""] 净资产收益率单位：% 同行业排名第36位 查看明细>> 流通A股：0.94亿股 以上为中报 您对此栏目的评价： 有用 0 没用 0 提建议 公司名称： 公司简称： 上市场所： 所属行业： 所属地域：",国内领先的BLDC电机驱动控制芯片供应商,,,,,,46.20%,,75.09%,,2.28%,51.82%,35.27%,,一季报,227.0,5.61,半导体,51.82,35.27,46.2,75.09,2.28,,,0,1,72.80852924188089,98.1,81.092,97.72,56.0,50.0,55.0,48.0,74.0,60.0,64.0,42.0,70.74,A级（高价值优先跟进）
