股票代码,公司名称,营业总收入,营收同比增长率,净利润,净利润同比增长率,总资产,资产负债率,毛利率,净利率,员工人数,报告期
300907,康平科技,,91.05%,,-27.33%,,63.65%,18.46%,5.31%,,一季报
300911,亿田智能,,-62.13%,,16.97%,,45.98%,-38.47%,-162.38%,,一季报
300915,海融科技,,13.09%,,153.72%,,15.26%,30.06%,6.69%,,一季报
300916,朗特智能,,-10.47%,,-96.04%,,44.14%,13.80%,0.07%,,一季报
300921,南凌科技,,5.06%,,257.33%,,12.70%,35.53%,8.62%,,一季报
300920,润阳科技,,-7.36%,,-36.34%,,26.46%,29.69%,3.24%,,一季报
300925,法本信息,,29.64%,,-18.28%,,29.64%,16.41%,1.61%,,一季报
300926,博俊科技,,-8.34%,,-13.37%,,60.56%,24.99%,12.83%,,一季报
300936,中英科技,,52.83%,,-871.69%,,11.84%,13.71%,-2.47%,,一季报
300941,创识科技,,28.99%,,-92.50%,,6.36%,34.11%,-1.61%,,一季报
300951,博硕科技,,8.88%,,-137.80%,,21.18%,25.10%,-8.65%,,一季报
300952,恒辉安防,,-4.15%,,-75.87%,,39.77%,20.36%,2.21%,,一季报
300953,震裕科技,,65.61%,,286.75%,,65.74%,15.81%,9.48%,,一季报
300960,通业科技,,-24.06%,,-334.32%,,42.41%,35.41%,-23.12%,,一季报
300968,格林精密,,46.14%,,-300.98%,,18.28%,11.08%,-14.85%,,一季报
300964,本川智能,,38.06%,,15.46%,,37.09%,19.26%,4.99%,,一季报
300975,商络电子,,106.11%,,600.35%,,72.67%,16.49%,6.95%,,一季报
300976,达瑞电子,,21.75%,,25.80%,,16.84%,27.62%,9.34%,,一季报
300978,东箭科技,,-14.72%,,-35.66%,,35.53%,29.00%,8.72%,,一季报
300993,玉马科技,,22.82%,,-7.69%,,8.03%,35.66%,15.03%,,一季报
301000,肇民科技,,-4.24%,,-26.57%,,13.36%,31.95%,14.79%,,一季报
300996,普联软件,,8.21%,,142.18%,,25.17%,32.28%,7.40%,,一季报
301003,江苏博云,,-15.19%,,-44.53%,,7.62%,29.76%,14.12%,,一季报
301008,宏昌科技,,-5.42%,,-87.96%,,31.50%,11.46%,0.39%,,一季报
301011,华立科技,,-17.27%,,-191.71%,,37.66%,19.48%,-6.89%,,一季报
301012,扬电科技,,18.69%,,36.09%,,42.03%,14.72%,5.26%,,一季报
301020,密封科技,,7.38%,,11.89%,,23.85%,31.02%,18.39%,,一季报
301021,英诺激光,,35.45%,,267.41%,,14.98%,49.13%,9.16%,,一季报
301026,浩通科技,,150.13%,,159.16%,,58.52%,5.31%,3.57%,,一季报
301045,天禄科技,,-9.42%,,76.45%,,19.64%,29.08%,6.79%,,一季报
301046,能辉科技,,-53.00%,,-184.08%,,31.56%,16.10%,-3.31%,,一季报
301049,超越科技,,-35.70%,,38.74%,,53.38%,-30.46%,-58.79%,,一季报
301051,信濠光电,,-29.03%,,48.08%,,44.82%,2.07%,-19.95%,,一季报
301065,本立科技,,-0.01%,,-30.54%,,14.82%,19.70%,6.54%,,一季报
301067,显盈科技,,-24.10%,,-225.87%,,28.26%,17.99%,-4.94%,,一季报
301083,百胜智能,,5.69%,,2.33%,,23.37%,21.31%,6.04%,,一季报
301099,雅创电子,,63.58%,,642.29%,,66.90%,11.85%,3.80%,,一季报
301106,骏成科技,,12.96%,,-67.49%,,22.39%,14.40%,3.68%,,一季报
301107,瑜欣电子,,-3.52%,,-54.00%,,23.01%,20.95%,6.34%,,一季报
301110,青木科技,,25.07%,,320.54%,,16.46%,54.65%,12.32%,,一季报
301112,信邦智能,,-21.42%,,-85.14%,,26.07%,27.64%,2.92%,,一季报
301113,雅艺科技,,-17.85%,,-205.19%,,4.84%,34.61%,-5.88%,,一季报
301115,联检科技,,-9.95%,,-820.58%,,30.72%,26.43%,-13.11%,,一季报
301121,紫建电子,,42.63%,,-279.13%,,47.29%,25.45%,2.65%,,一季报
301123,奕东电子,,38.30%,,254.66%,,30.02%,22.06%,2.56%,,一季报
301128,强瑞技术,,62.92%,,22.84%,,55.60%,32.13%,6.31%,,一季报
301129,瑞纳智能,,36.12%,,0.07%,,13.38%,52.38%,-130.48%,,一季报
301132,满坤科技,,19.38%,,-35.71%,,37.02%,17.86%,4.46%,,一季报
301135,瑞德智能,,6.74%,,-154.98%,,40.46%,14.75%,-1.02%,,一季报
301148,嘉戎技术,,-3.76%,,-85.10%,,20.54%,30.25%,2.05%,,一季报
301150,中一科技,,43.94%,,2297.11%,,51.43%,8.91%,3.94%,,一季报
301157,华塑科技,,28.99%,,26.13%,,14.78%,29.81%,16.19%,,一季报
301165,锐捷网络,,18.26%,,14.59%,,47.64%,35.70%,4.10%,,一季报
301179,泽宇智能,,11.54%,,110.17%,,30.72%,29.93%,12.91%,,一季报
301170,锡南科技,,11.37%,,-9.40%,,8.26%,19.35%,8.00%,,一季报
301180,万祥科技,,25.04%,,-126.57%,,32.42%,11.80%,-0.30%,,一季报
301182,凯旺科技,,59.45%,,6.99%,,61.23%,0.99%,-16.46%,,一季报
301185,鸥玛软件,,-23.45%,,-60.76%,,3.65%,73.20%,16.31%,,一季报
301189,奥尼电子,,164.51%,,160.25%,,38.84%,26.33%,4.94%,,一季报
301193,家联科技,,48.89%,,-295.10%,,72.15%,11.55%,-13.91%,,一季报
301190,善水科技,,61.34%,,126.28%,,9.57%,32.59%,18.42%,,一季报
301196,唯科科技,,13.10%,,-7.80%,,20.36%,29.41%,11.98%,,一季报
301205,联特科技,,-9.56%,,-83.71%,,46.85%,43.44%,1.43%,,一季报
301208,中亦科技,,35.16%,,-41.22%,,20.40%,26.48%,3.05%,,一季报
301210,金杨精密,,67.03%,,172.67%,,39.22%,13.41%,5.44%,,一季报
301213,观想科技,,69.74%,,515.70%,,16.26%,68.60%,21.78%,,一季报
301218,华是科技,,-71.54%,,-50.95%,,40.45%,15.39%,-10.13%,,一季报
301221,光庭信息,,21.67%,,-114.61%,,13.99%,34.95%,-2.20%,,一季报
301226,祥明智能,,2.51%,,-86.43%,,14.97%,20.78%,0.18%,,一季报
301232,飞沃科技,,32.19%,,269.18%,,69.88%,15.91%,0.57%,,一季报
301237,和顺科技,,34.91%,,113.17%,,34.27%,11.50%,0.54%,,一季报
301248,杰创智能,,-12.98%,,-204.34%,,73.77%,37.06%,-9.82%,,一季报
301252,同星科技,,16.29%,,-38.55%,,30.28%,16.49%,6.29%,,一季报
301255,通力科技,,18.78%,,-36.76%,,30.88%,21.15%,4.32%,,一季报
301261,恒工精密,,34.14%,,210.56%,,34.66%,21.57%,19.44%,,一季报
301265,华新科技,,51.43%,,196.03%,,22.02%,28.59%,13.94%,,一季报
301275,汉朔科技,,50.44%,,20.68%,,42.95%,30.25%,12.24%,,一季报
301278,快可电子,,12.94%,,-45.23%,,32.14%,11.48%,2.19%,,一季报
301279,金道科技,,11.92%,,4.12%,,20.57%,17.64%,7.73%,,一季报
301280,珠城科技,,23.85%,,4.58%,,37.35%,24.29%,10.67%,,一季报
301295,美硕科技,,20.96%,,147.27%,,32.21%,21.63%,8.95%,,一季报
301282,金禄电子,,33.32%,,-42.64%,,48.92%,12.86%,1.36%,,一季报
301302,华如科技,,223.71%,,58.37%,,16.45%,37.81%,-13.48%,,一季报
301311,昆船智能,,-31.16%,,-61.19%,,55.64%,5.21%,-7.88%,,一季报
301305,朗坤科技,,21.85%,,21.44%,,38.42%,35.98%,19.26%,,一季报
301316,慧博云通,,21.61%,,84.11%,,36.42%,17.67%,0.97%,,一季报
301320,豪江智能,,22.68%,,-87.28%,,35.66%,22.64%,0.80%,,一季报
301322,绿通科技,,33.70%,,-109.94%,,23.48%,25.13%,-0.54%,,一季报
301326,捷邦科技,,86.33%,,-32.79%,,46.18%,28.47%,-1.90%,,一季报
301328,维峰电子,,18.50%,,-27.00%,,8.61%,36.82%,11.97%,,一季报
301329,信音电子,,45.27%,,106.66%,,22.58%,22.03%,10.15%,,一季报
301330,熵基科技,,9.00%,,-57.08%,,26.08%,52.35%,4.80%,,一季报
301336,趣睡科技,,-42.77%,,-15.75%,,9.15%,30.30%,18.76%,,一季报
301348,蓝箭电子,,26.64%,,-10.22%,,26.93%,-0.06%,-4.57%,,一季报
301337,亚华电子,,-2.63%,,-47.74%,,13.17%,39.10%,-24.84%,,一季报
301355,南王科技,,21.78%,,-73.39%,,41.41%,14.38%,0.93%,,一季报
301359,东南电子,,0.73%,,-53.43%,,9.85%,19.15%,7.32%,,一季报
301360,荣旗科技,,165.77%,,92.55%,,31.84%,39.18%,-0.63%,,一季报
301361,众智科技,,25.60%,,8.89%,,4.58%,58.37%,28.59%,,一季报
301366,一博科技,,28.16%,,272.69%,,25.38%,27.55%,3.81%,,一季报
301362,民爆光电,,-3.08%,,-63.29%,,17.77%,26.05%,5.32%,,一季报
301368,丰立智能,,9.17%,,-91.07%,,42.15%,11.27%,0.21%,,一季报
301369,联动科技,,44.56%,,229.55%,,8.39%,56.28%,2.88%,,一季报
301373,凌玮科技,,35.51%,,21.80%,,8.28%,46.35%,26.62%,,一季报
301376,致欧科技,,10.66%,,-32.20%,,51.12%,35.05%,3.25%,,一季报
301389,隆扬电子,,,,,,25.16%,49.38%,19.03%,,一季报
301379,天山电子,,7.60%,,-45.01%,,34.86%,16.50%,4.63%,,一季报
301396,宏景科技,,7.01%,,39.75%,,89.82%,34.23%,17.14%,,一季报
301399,英特科技,,7.10%,,-138.51%,,11.45%,16.34%,-2.91%,,一季报
301418,协昌科技,,57.20%,,62.76%,,12.32%,11.52%,7.08%,,一季报
301421,波长光电,,-1.36%,,-0.60%,,13.12%,31.64%,6.61%,,一季报
301456,盘古智能,,43.66%,,35.54%,,11.14%,37.08%,10.50%,,一季报
301458,钧崴电子,,20.13%,,7.38%,,16.30%,47.55%,18.45%,,一季报
301479,弘景光电,,12.39%,,-26.33%,,32.13%,21.29%,8.15%,,一季报
301499,维科精密,,4.47%,,8.48%,,20.83%,17.67%,5.50%,,一季报
301491,汉桑科技,,43.78%,,-22.53%,,18.86%,25.39%,8.11%,,一季报
301486,致尚科技,,-0.06%,,-125.74%,,18.77%,24.73%,0.23%,,一季报
301503,智迪科技,,28.65%,,-83.42%,,38.23%,14.10%,1.14%,,一季报
301510,固高科技,,50.12%,,183.06%,,15.20%,47.22%,13.88%,,一季报
301502,华阳智能,,5.94%,,16.98%,,23.99%,18.48%,7.68%,,一季报
301511,德福科技,,73.47%,,708.90%,,76.37%,9.11%,4.61%,,一季报
301512,智信精密,,32.08%,,-21.14%,,25.80%,29.46%,-69.59%,,一季报
301513,尚水智能,,,,,,,,,,
301525,儒竞科技,,-30.98%,,-80.18%,,16.07%,22.03%,4.32%,,一季报
301536,星宸科技,,49.35%,,330.29%,,41.06%,46.05%,22.26%,,一季报
301529,福赛科技,,-8.74%,,9.90%,,37.18%,26.84%,8.03%,,一季报
301539,宏鑫科技,,16.13%,,-244.56%,,63.49%,7.69%,-5.12%,,一季报
301548,崇德科技,,34.57%,,40.56%,,14.25%,40.93%,24.43%,,一季报
301556,托普云农,,-12.15%,,19.33%,,17.96%,46.60%,8.69%,,一季报
301557,常友科技,,1.44%,,-146.18%,,48.14%,13.54%,-2.50%,,一季报
301563,云汉芯城,,,,,,,,,,
301567,贝隆精密,,11.19%,,-49.04%,,13.60%,21.24%,4.25%,,一季报
301577,美信科技,,27.59%,,-281.90%,,38.15%,17.53%,-9.55%,,一季报
301588,美新科技,,17.98%,,-33.32%,,54.31%,30.34%,3.34%,,一季报
301578,辰奕智能,,3.72%,,-154.14%,,32.93%,14.55%,-2.28%,,一季报
301589,诺瓦星云,,13.80%,,-6.81%,,35.33%,58.54%,13.46%,,一季报
301599,理奇智能,,,,,,,,,,
301595,太力科技,,8.39%,,-43.68%,,28.80%,56.24%,3.75%,,一季报
301601,惠通科技,,-64.30%,,-121.70%,,34.92%,36.50%,-3.26%,,一季报
301603,乔锋智能,,51.76%,,41.98%,,40.80%,30.70%,14.34%,,一季报
301606,绿联科技,,53.42%,,58.14%,,26.22%,39.26%,8.49%,,一季报
301607,富特科技,,107.40%,,291.32%,,65.15%,17.27%,7.33%,,一季报
301618,长联科技,,8.58%,,-61.45%,,23.75%,25.94%,3.87%,,一季报
301611,珂玛科技,,9.13%,,-47.31%,,31.22%,46.15%,15.65%,,一季报
301628,强达电路,,25.34%,,-14.51%,,27.02%,25.58%,8.97%,,一季报
301631,壹连科技,,37.37%,,17.45%,,54.18%,15.20%,5.30%,,一季报
301633,港迪技术,,28.47%,,-130.33%,,24.17%,24.08%,-15.52%,,一季报
301638,南网数字,,,,,,,,,,
301662,宏工科技,,82.05%,,338.62%,,67.00%,28.22%,16.11%,,一季报
301669,高特电子,,,,,,,,,,
301682,宏明电子,,,,,,,,,,
301696,三瑞智能,,,,,,,,,,
600004,白云机场,,8.54%,,-43.32%,,28.28%,20.20%,9.36%,,一季报
600072,中船科技,,118.13%,,36.18%,,80.73%,4.30%,-10.86%,,一季报
600081,东风科技,,-11.17%,,11.19%,,42.91%,17.30%,5.33%,,一季报
600096,云天化,,-8.06%,,10.39%,,46.67%,19.56%,12.54%,,一季报
600143,金发科技,,-0.49%,,23.72%,,65.26%,13.26%,1.37%,,一季报
600155,华创云信,,,,,,,,,,
600152,维科技术,,33.27%,,-52.65%,,44.78%,8.87%,-7.28%,,一季报
600183,生益科技,,45.09%,,105.47%,,44.03%,28.10%,16.36%,,一季报
600184,光电股份,,2.99%,,17.03%,,36.58%,28.34%,0.47%,,一季报
600203,福日电子,,97.26%,,215.23%,,80.73%,6.15%,1.36%,,一季报
600228,返利科技,,164.97%,,-0.29%,,30.82%,53.13%,-9.87%,,一季报
600239,ST云城,,-18.37%,,36.94%,,81.95%,35.77%,-6.55%,,一季报
600237,铜峰电子,,-16.00%,,-9.74%,,25.45%,23.59%,8.37%,,一季报
600271,航天信息,,-19.22%,,16.65%,,18.55%,12.99%,-39.24%,,一季报
600288,大恒科技,,2.27%,,720.94%,,27.60%,37.91%,18.00%,,一季报
600332,白云山,,3.58%,,-2.06%,,53.33%,20.31%,7.83%,,一季报
600345,长江通信,,0.70%,,230.18%,,21.74%,11.29%,26.07%,,一季报
600353,旭光电子,,8.77%,,10.72%,,42.76%,22.56%,6.88%,,一季报
600360,华微电子,,3.61%,,5.44%,,34.04%,21.15%,8.98%,,一季报
600363,联创光电,,-23.62%,,-28.80%,,41.66%,15.90%,15.06%,,一季报
600378,昊华科技,,34.02%,,66.73%,,40.20%,23.97%,9.04%,,一季报
600375,汉马科技,,52.17%,,130.84%,,62.39%,6.97%,1.26%,,一季报
600391,航发科技,,-4.65%,,-418.00%,,63.76%,15.81%,1.72%,,一季报
600480,凌云股份,,5.25%,,-28.71%,,49.62%,16.90%,4.48%,,一季报
600498,烽火通信,,11.40%,,-30.44%,,58.68%,26.44%,0.82%,,一季报
600487,亨通光电,,34.09%,,98.53%,,51.88%,15.98%,6.64%,,一季报
600536,中国软件,,10.77%,,8.57%,,44.14%,52.03%,-9.93%,,一季报
600520,三佳科技,,47.48%,,134.99%,,51.64%,30.66%,3.99%,,一季报
600522,中天科技,,34.71%,,46.42%,,38.52%,15.58%,7.21%,,一季报
600545,卓郎智能,,15.44%,,61.90%,,63.39%,8.26%,-4.60%,,二季报
600552,凯盛科技,,15.07%,,17.07%,,61.93%,18.24%,1.87%,,一季报
600562,国睿科技,,39.66%,,2.49%,,32.63%,36.75%,14.97%,,一季报
600563,法拉电子,,6.72%,,1.30%,,28.17%,31.65%,20.84%,,一季报
600582,天地科技,,-11.64%,,-69.86%,,44.50%,29.11%,9.46%,,一季报
600570,恒生电子,,-11.75%,,342.87%,,27.69%,67.96%,18.25%,,一季报
600584,长电科技,,-1.76%,,42.74%,,43.01%,14.55%,3.04%,,一季报
600588,用友网络,,5.89%,,1.79%,,59.75%,44.72%,-51.01%,,一季报
600586,金晶科技,,-24.94%,,-1931.77%,,43.41%,0.70%,-17.58%,,一季报
600589,大位科技,,21.22%,,-162.41%,,82.87%,11.78%,-25.41%,,一季报
600590,泰豪科技,,0.55%,,42.02%,,61.49%,15.96%,5.74%,,一季报
600601,方正科技,,64.31%,,195.16%,,54.12%,30.52%,14.81%,,一季报
600602,云赛智联,,2.76%,,5.77%,,42.31%,15.74%,3.43%,,一季报
600691,潞化科技,,-1.84%,,65.17%,,77.58%,3.33%,-2.73%,,一季报
600658,电子城,,-29.66%,,-74.87%,,71.00%,7.81%,-64.01%,,一季报
600699,均胜电子,,-5.22%,,18.11%,,64.92%,17.67%,3.35%,,一季报
600703,三安光电,,-32.59%,,-68.15%,,39.32%,18.48%,2.48%,,一季报
600725,云维股份,,-23.79%,,51.39%,,27.37%,3.45%,-1.42%,,一季报
600728,佳都科技,,0.29%,,-89.76%,,51.62%,7.50%,0.29%,,一季报
600751,海航科技,,84.20%,,-69.65%,,24.50%,2.87%,2.70%,,一季报
600756,浪潮软件,,24.95%,,2.45%,,46.08%,44.72%,-64.96%,,一季报
600776,东方通信,,21.17%,,176.89%,,18.07%,11.55%,7.97%,,一季报
600792,云煤能源,,16.11%,,-6.26%,,70.52%,-2.60%,-6.64%,,一季报
600794,保税科技,,-35.22%,,-24.64%,,14.36%,36.43%,17.58%,,一季报
600844,金煤科技,,-4.71%,,69.05%,,87.68%,7.70%,-5.80%,,一季报
600845,宝信软件,,4.17%,,-14.25%,,46.17%,30.77%,14.58%,,一季报
600831,广电网络,,-24.79%,,-26.84%,,96.48%,-4.84%,-71.32%,,一季报
600850,电科数字,,2.00%,,-49.95%,,55.39%,17.30%,1.07%,,一季报
600846,同济科技,,12.92%,,-34.41%,,65.16%,15.12%,5.95%,,一季报
600866,星湖科技,,-7.41%,,-109.89%,,51.69%,7.65%,-1.18%,,一季报
600879,航天电子,,8.37%,,5.25%,,49.16%,23.24%,0.21%,,一季报
600877,电科芯片,,-20.62%,,-109.72%,,13.60%,39.16%,-0.77%,,一季报
600883,博闻科技,,34.40%,,68.10%,,5.85%,9.49%,65.10%,,一季报
600936,北投科技,,2.43%,,116.61%,,63.47%,18.52%,6.55%,,一季报
600980,北矿科技,,10.57%,,10.55%,,49.31%,27.80%,8.85%,,一季报
600986,浙文互联,,-14.09%,,-120.64%,,53.18%,8.64%,-1.03%,,一季报
600990,四创电子,,-41.86%,,-171.32%,,71.31%,17.15%,-33.67%,,一季报
601008,连云港,,2.38%,,35.21%,,58.89%,23.70%,8.60%,,一季报
600996,贵广网络,,-12.58%,,0.65%,,85.17%,-39.79%,-114.37%,,一季报
601208,东材科技,,27.24%,,103.35%,,44.90%,17.13%,12.74%,,一季报
601231,环旭电子,,-2.19%,,24.57%,,42.88%,9.46%,3.14%,,一季报
601218,吉鑫科技,,39.96%,,55.22%,,28.08%,18.67%,13.78%,,一季报
601615,明阳智能,,12.45%,,-91.84%,,71.88%,10.20%,0.39%,,一季报
601778,晶科科技,,,,,,61.47%,23.78%,-21.95%,,一季报
601777,千里科技,,30.69%,,141.31%,,38.17%,24.91%,-2.10%,,一季报
603004,鼎龙科技,,21.55%,,-20.14%,,10.26%,34.69%,15.89%,,一季报
603002,宏昌电子,,76.81%,,-92.74%,,42.81%,4.87%,0.05%,,一季报
603005,晶方科技,,14.86%,,0.12%,,12.73%,47.41%,19.65%,,一季报
603007,顺景科技,,1658.16%,,41.99%,,77.83%,15.27%,-1.24%,,一季报
603011,合锻智能,,-3.71%,,-488.03%,,58.77%,28.74%,-7.13%,,一季报
603009,北特科技,,8.04%,,17.86%,,46.56%,18.84%,4.73%,,一季报
603015,弘讯科技,,-11.24%,,-70.89%,,31.57%,34.94%,2.85%,,一季报
603031,安孚科技,,-3.42%,,87.78%,,46.16%,52.31%,23.83%,,一季报
603025,大豪科技,,15.58%,,41.32%,,32.96%,47.60%,30.33%,,一季报
603032,德新科技,,52.24%,,2436.45%,,22.93%,41.44%,19.56%,,一季报
603042,华脉科技,,7.88%,,76.53%,,45.32%,28.30%,4.99%,,一季报
603052,可川科技,,10.23%,,-207.61%,,38.94%,11.51%,-5.25%,,一季报
603068,博通集成,,87.77%,,-1.57%,,17.82%,28.85%,5.58%,,一季报
603082,北自科技,,-3.41%,,-54.97%,,64.93%,11.86%,4.46%,,一季报
603095,越剑智能,,-28.45%,,-57.38%,,21.88%,12.25%,6.00%,,一季报
603083,剑桥科技,,43.98%,,276.44%,,32.01%,29.33%,7.55%,,一季报
603106,恒银科技,,-39.76%,,-46.78%,,18.95%,39.34%,5.02%,,一季报
603105,芯能科技,,-14.00%,,-91.70%,,49.11%,41.46%,1.89%,,一季报
603125,常青科技,,57.93%,,129.78%,,6.36%,31.53%,20.90%,,一季报
603113,金能科技,,-25.50%,,-877.67%,,63.02%,-15.33%,-17.77%,,一季报
603130,云中马,,-3.51%,,38.85%,,53.50%,9.22%,2.54%,,一季报
603135,中重科技,,-13.54%,,34.85%,,23.75%,24.54%,18.06%,,一季报
603138,海量数据,,22.04%,,-136.15%,,23.55%,34.30%,-44.38%,,一季报
603151,邦基科技,,34.29%,,-85.56%,,58.50%,6.51%,-0.89%,,一季报
603160,汇顶科技,,-8.95%,,-40.01%,,13.22%,40.89%,12.09%,,一季报
603163,圣晖集成,,-5.85%,,33.66%,,48.01%,11.86%,7.22%,,一季报
603175,超颖电子,,,,,,,,,,
603181,皇马科技,,8.88%,,10.47%,,20.42%,28.41%,17.11%,,一季报
603192,汇得科技,,2.72%,,-21.65%,,24.77%,13.31%,2.42%,,一季报
603197,保隆科技,,17.57%,,-24.87%,,69.16%,22.09%,3.59%,,一季报
603203,快克智能,,33.09%,,16.15%,,32.94%,49.76%,23.45%,,一季报
603206,嘉环科技,,0.18%,,-28.19%,,71.99%,12.95%,1.74%,,一季报
603212,赛伍技术,,-6.21%,,65.22%,,39.94%,9.77%,-1.59%,,一季报
603217,元利科技,,9.58%,,30.30%,,30.98%,19.76%,10.18%,,一季报
603220,中贝通信,,-11.80%,,-100.02%,,59.29%,16.86%,-0.32%,,一季报
603227,雪峰科技,,-7.45%,,-28.39%,,30.13%,16.16%,4.86%,,一季报
603228,景旺电子,,16.41%,,-28.37%,,46.77%,18.76%,6.24%,,一季报
603232,格尔软件,,44.36%,,43.12%,,18.50%,46.72%,-42.46%,,一季报
603248,锡华科技,,,,,,,,,,
603236,移远通信,,29.26%,,-33.30%,,63.25%,17.09%,2.06%,,一季报
603256,宏和科技,,79.72%,,354.22%,,38.44%,55.65%,31.72%,,一季报
603258,电魂网络,,-11.71%,,-1501.33%,,12.31%,56.58%,-25.15%,,一季报
603261,立航科技,,29.40%,,-146.22%,,45.22%,7.14%,-22.49%,,一季报
603267,鸿远电子,,-11.98%,,60.00%,,13.66%,46.51%,23.14%,,一季报
603273,天元智能,,-31.41%,,44.15%,,32.46%,18.18%,8.35%,,一季报
603275,众辰科技,,26.89%,,4.15%,,12.18%,38.65%,23.66%,,一季报
603286,日盈电子,,-3.45%,,24.79%,,57.13%,20.98%,-2.36%,,一季报
603296,华勤技术,,16.42%,,25.96%,,73.63%,8.54%,2.63%,,一季报
603322,超讯科技,,-11.64%,,-16.79%,,87.22%,34.89%,17.57%,,一季报
603306,华懋科技,,-4.63%,,-86.47%,,39.34%,26.20%,1.63%,,一季报
603324,盛剑科技,,-63.09%,,-226.65%,,51.18%,17.36%,-22.51%,,一季报
603325,博隆技术,,-15.41%,,-68.48%,,48.27%,20.11%,11.84%,,一季报
603327,福蓉科技,,35.84%,,134.07%,,33.29%,12.22%,6.34%,,一季报
603328,依顿电子,,-1.13%,,-67.60%,,36.95%,17.56%,4.03%,,一季报
603339,四方科技,,-10.09%,,-13.42%,,26.73%,22.01%,9.39%,,一季报
603337,杰克科技,,12.86%,,4.47%,,37.20%,32.41%,12.94%,,一季报
603341,龙旗科技,,-19.35%,,-90.00%,,71.84%,9.59%,0.12%,,一季报
603358,华达科技,,11.13%,,-267.86%,,50.43%,9.87%,-6.88%,,一季报
603376,大明电子,,,,,,,,,,
603382,海阳科技,,-21.33%,,-50.40%,,51.47%,9.59%,1.78%,,一季报
603383,顶点软件,,5.34%,,117.79%,,15.45%,73.53%,30.61%,,一季报
603386,骏亚科技,,2.53%,,-235.45%,,64.90%,11.80%,-3.32%,,一季报
603448,天博智能,,,,,,,,,,
603459,红板科技,,,,,,,,,,
603488,展鹏科技,,16.99%,,-23.36%,,28.60%,-1.58%,-45.51%,,一季报
603496,恒为科技,,42.89%,,173.65%,,23.38%,30.46%,3.06%,,一季报
603499,翔港科技,,2.00%,,-25.66%,,38.43%,24.71%,12.52%,,一季报
603516,淳中科技,,13.88%,,111.78%,,9.46%,35.84%,2.00%,,一季报
603528,多伦科技,,-25.31%,,-795.81%,,16.07%,29.49%,-27.44%,,一季报
603529,爱玛科技,,-18.45%,,-67.57%,,58.60%,15.83%,4.02%,,一季报
603533,掌阅科技,,23.52%,,54.59%,,19.74%,63.90%,-4.27%,,一季报
603551,奥普科技,,8.32%,,-19.01%,,32.73%,45.04%,10.60%,,一季报
603601,再升科技,,-7.28%,,-57.37%,,12.77%,18.73%,4.87%,,一季报
603602,纵横通信,,29.92%,,45.22%,,60.55%,16.02%,2.63%,,一季报
603607,京华激光,,-18.26%,,5.15%,,25.31%,29.72%,13.33%,,一季报
603610,麒盛科技,,10.37%,,-24.19%,,36.70%,31.77%,3.59%,,一季报
603626,科森科技,,-9.51%,,512.78%,,52.86%,11.41%,61.64%,,一季报
603629,利通电子,,41.61%,,821.08%,,75.10%,46.23%,27.38%,,一季报
603636,南威软件,,-31.49%,,-43.60%,,59.24%,26.68%,-45.02%,,一季报
603638,艾迪精密,,51.58%,,48.39%,,45.98%,27.51%,13.68%,,一季报
603655,朗博科技,,-4.72%,,-20.14%,,5.69%,36.63%,14.11%,,一季报
603656,泰禾智能,,28.73%,,168.56%,,34.10%,39.73%,4.09%,,一季报
603657,春光科技,,1.12%,,-1316.16%,,72.32%,3.42%,-8.08%,,一季报
603668,天马科技,,3.50%,,-61.24%,,71.84%,8.45%,0.62%,,一季报
603678,火炬电子,,77.16%,,-62.82%,,35.43%,17.58%,2.71%,,一季报
603685,晨丰科技,,-6.38%,,304.75%,,47.86%,20.90%,3.87%,,一季报
603679,华体科技,,64.65%,,-521.25%,,41.31%,21.24%,-9.55%,,一季报
603703,盛洋科技,,29.60%,,-2.43%,,59.69%,23.95%,2.71%,,一季报
603690,至纯科技,,-14.70%,,-232.76%,,73.05%,27.06%,-13.11%,,一季报
603738,泰晶科技,,24.31%,,165.22%,,19.32%,20.25%,9.64%,,一季报
603773,沃格光电,,8.48%,,-112.07%,,71.60%,16.74%,-7.77%,,一季报
603778,国晟科技,,25.02%,,16.93%,,80.98%,-19.06%,-42.62%,,一季报
603826,坤彩科技,,59.92%,,211.47%,,61.83%,2.38%,18.29%,,一季报
603859,能科科技,,-1.02%,,0.18%,,31.06%,52.54%,20.15%,,一季报
603861,白云电器,,-0.20%,,-7.09%,,61.16%,18.28%,3.62%,,一季报
603879,永悦科技,,11.06%,,-7.50%,,13.22%,2.22%,-9.29%,,一季报
603881,数据港,,-3.76%,,1.64%,,54.18%,31.75%,11.77%,,一季报
603890,春秋电子,,27.67%,,50.69%,,50.84%,21.18%,5.46%,,一季报
603895,天永智能,,-8.58%,,-21.07%,,88.56%,17.53%,4.60%,,一季报
603897,长城科技,,15.93%,,-18.79%,,64.13%,4.63%,1.24%,,一季报
603901,永创智能,,11.62%,,75.26%,,63.28%,27.20%,7.13%,,一季报
603906,龙蟠科技,,119.61%,,925.71%,,80.80%,19.78%,8.19%,,一季报
603917,合力科技,,0.54%,,-305.41%,,16.86%,24.15%,-4.85%,,一季报
603918,金桥信息,,19.32%,,-31.56%,,24.67%,22.50%,-22.43%,,一季报
603920,世运电路,,8.63%,,-79.63%,,30.29%,13.54%,2.17%,,一季报
